"","run","condition","emo","cert","rt","trial","sub","acc","shock","control"
"4932",2,"Uncontrollable Perceptible",1,4,0.7779307,24,74,1,"Mild","Uncontrollable"
"4933",3,"Controllable Perceptible",1,4,0.7979105,25,74,1,"Mild","Controllable"
"4934",3,"Uncontrollable Perceptible",1,4,0,26,74,0,"Mild","Uncontrollable"
"4935",3,"Uncontrollable Unpleasant",1,3,0,27,74,0,"Unpleasant","Uncontrollable"
"4936",3,"Controllable Unpleasant",2,4,0.7577749,28,74,1,"Unpleasant","Controllable"
"4937",3,"Controllable Perceptible",1,3,0.9580319,29,74,1,"Mild","Controllable"
"4938",3,"Uncontrollable Unpleasant",2,3,0,30,74,0,"Unpleasant","Uncontrollable"
"4939",3,"Controllable Unpleasant",2,3,0,31,74,0,"Unpleasant","Controllable"
"4940",3,"Uncontrollable Perceptible",1,3,0,32,74,0,"Mild","Uncontrollable"
"4941",3,"Controllable Unpleasant",2,2,0,33,74,0,"Unpleasant","Controllable"
"4942",3,"Controllable Perceptible",1,3,0.8574814,34,74,1,"Mild","Controllable"
"4943",3,"Uncontrollable Perceptible",1,4,0.8171436,35,74,1,"Mild","Uncontrollable"
"4944",3,"Uncontrollable Unpleasant",2,3,0,36,74,0,"Unpleasant","Uncontrollable"
"4945",4,"Controllable Unpleasant",3,2,0,37,74,0,"Unpleasant","Controllable"
"4946",4,"Controllable Perceptible",2,2,0,38,74,0,"Mild","Controllable"
"4947",4,"Uncontrollable Unpleasant",3,2,0,39,74,0,"Unpleasant","Uncontrollable"
"4948",4,"Uncontrollable Perceptible",1,4,0,40,74,0,"Mild","Uncontrollable"
"4949",4,"Controllable Unpleasant",2,3,0.7576013,41,74,1,"Unpleasant","Controllable"
"4950",4,"Uncontrollable Unpleasant",2,3,0,42,74,0,"Unpleasant","Uncontrollable"
"4951",4,"Controllable Perceptible",2,4,0.7176369,43,74,1,"Mild","Controllable"
"4952",4,"Uncontrollable Perceptible",1,3,0.7177167,44,74,1,"Mild","Uncontrollable"
"4953",4,"Controllable Perceptible",1,3,0,45,74,0,"Mild","Controllable"
"4954",4,"Controllable Unpleasant",2,4,0.7970811,46,74,1,"Unpleasant","Controllable"
"4955",4,"Uncontrollable Perceptible",1,3,0.8172736,47,74,1,"Mild","Uncontrollable"
"4956",4,"Uncontrollable Unpleasant",2,3,0,48,74,0,"Unpleasant","Uncontrollable"
"4957",5,"Controllable Unpleasant",2,3,0.8982745,49,74,1,"Unpleasant","Controllable"
"4958",5,"Controllable Perceptible",1,3,0,50,74,0,"Mild","Controllable"
"4959",5,"Uncontrollable Unpleasant",2,3,0,51,74,0,"Unpleasant","Uncontrollable"
"4960",5,"Uncontrollable Perceptible",1,4,0.7978829,52,74,1,"Mild","Uncontrollable"
"4961",5,"Uncontrollable Perceptible",1,3,0,53,74,0,"Mild","Uncontrollable"
"4962",5,"Controllable Unpleasant",2,3,0.7780008,54,74,1,"Unpleasant","Controllable"
"4963",5,"Controllable Perceptible",1,3,0.8378103,55,74,1,"Mild","Controllable"
"4964",5,"Uncontrollable Unpleasant",1,3,0,56,74,0,"Unpleasant","Uncontrollable"
"4965",5,"Controllable Unpleasant",2,3,0.7578345,57,74,1,"Unpleasant","Controllable"
"4966",5,"Controllable Perceptible",1,4,0.8181287,58,74,1,"Mild","Controllable"
"4967",5,"Uncontrollable Perceptible",1,4,0,59,74,0,"Mild","Uncontrollable"
"4968",5,"Uncontrollable Unpleasant",2,3,0,60,74,0,"Unpleasant","Uncontrollable"
"4969",6,"Controllable Unpleasant",1,2,0.6975283,61,74,1,"Unpleasant","Controllable"
"4970",6,"Uncontrollable Perceptible",1,3,0,62,74,0,"Mild","Uncontrollable"
"4971",6,"Controllable Perceptible",2,3,0,63,74,0,"Mild","Controllable"
"4972",6,"Uncontrollable Unpleasant",1,3,0.6576846,64,74,1,"Unpleasant","Uncontrollable"
"4973",6,"Controllable Perceptible",1,3,0.6385262,65,74,1,"Mild","Controllable"
"4974",6,"Controllable Unpleasant",2,4,0.7775963,66,74,1,"Unpleasant","Controllable"
"4975",6,"Uncontrollable Perceptible",1,3,0,67,74,0,"Mild","Uncontrollable"
"4976",6,"Uncontrollable Unpleasant",1,4,0,68,74,0,"Unpleasant","Uncontrollable"
"4977",6,"Controllable Unpleasant",2,3,0,69,74,0,"Unpleasant","Controllable"
"4978",6,"Uncontrollable Unpleasant",2,4,0,70,74,0,"Unpleasant","Uncontrollable"
"4979",6,"Uncontrollable Perceptible",1,4,0.7978959,71,74,1,"Mild","Uncontrollable"
"4980",6,"Controllable Perceptible",2,3,0.7978867,72,74,1,"Mild","Controllable"
"4981",7,"Uncontrollable Perceptible",1,3,0,73,74,0,"Mild","Uncontrollable"
"4982",7,"Uncontrollable Unpleasant",2,4,0.6774805,74,74,1,"Unpleasant","Uncontrollable"
"4983",7,"Controllable Unpleasant",2,3,0.8581157,75,74,1,"Unpleasant","Controllable"
"4984",7,"Controllable Perceptible",1,3,0.9177784,76,74,1,"Mild","Controllable"
"4985",7,"Controllable Unpleasant",2,4,0.7174264,77,74,1,"Unpleasant","Controllable"
"4986",7,"Uncontrollable Perceptible",1,4,0,78,74,0,"Mild","Uncontrollable"
"4987",7,"Controllable Perceptible",1,4,0.7576054,79,74,1,"Mild","Controllable"
"4988",7,"Uncontrollable Unpleasant",2,3,0,80,74,0,"Unpleasant","Uncontrollable"
"4989",7,"Controllable Perceptible",1,4,0,81,74,0,"Mild","Controllable"
"4990",7,"Controllable Unpleasant",2,4,0,82,74,0,"Unpleasant","Controllable"
"4991",7,"Uncontrollable Unpleasant",1,3,0.8175023,83,74,1,"Unpleasant","Uncontrollable"
"4992",7,"Uncontrollable Perceptible",1,4,0,84,74,0,"Mild","Uncontrollable"
"4993",1,"Controllable Perceptible",2,3,0,1,75,0,"Mild","Controllable"
"4994",1,"Controllable Unpleasant",2,2,0.8175626,2,75,1,"Unpleasant","Controllable"
"4995",1,"Uncontrollable Unpleasant",3,2,0,3,75,0,"Unpleasant","Uncontrollable"
"4996",1,"Uncontrollable Perceptible",1,3,0.8777064,4,75,1,"Mild","Uncontrollable"
"4997",1,"Uncontrollable Unpleasant",2,0,0,5,75,0,"Unpleasant","Uncontrollable"
"4998",1,"Controllable Unpleasant",1,3,0.8572186,6,75,1,"Unpleasant","Controllable"
"4999",1,"Controllable Perceptible",1,4,0.8181107,7,75,1,"Mild","Controllable"
"5000",1,"Uncontrollable Perceptible",2,3,0,8,75,0,"Mild","Uncontrollable"
"5001",1,"Controllable Perceptible",2,3,0,9,75,0,"Mild","Controllable"
"5002",1,"Uncontrollable Perceptible",2,3,0.8371931,10,75,1,"Mild","Uncontrollable"
"5003",1,"Uncontrollable Unpleasant",3,2,0.7385544,11,75,1,"Unpleasant","Uncontrollable"
"5004",1,"Controllable Unpleasant",2,2,0,12,75,0,"Unpleasant","Controllable"
"5005",2,"Uncontrollable Perceptible",2,3,0.8575766,13,75,1,"Mild","Uncontrollable"
"5006",2,"Controllable Perceptible",1,3,0.8573847,14,75,1,"Mild","Controllable"
"5007",2,"Controllable Unpleasant",2,3,0.8975687,15,75,1,"Unpleasant","Controllable"
"5008",2,"Uncontrollable Unpleasant",0,0,0.9172791,16,75,1,"Unpleasant","Uncontrollable"
"5009",2,"Uncontrollable Unpleasant",3,2,0,17,75,0,"Unpleasant","Uncontrollable"
"5010",2,"Controllable Unpleasant",2,3,0,18,75,0,"Unpleasant","Controllable"
"5011",2,"Uncontrollable Perceptible",1,4,0.8978394,19,75,1,"Mild","Uncontrollable"
"5012",2,"Controllable Perceptible",1,3,0.9181405,20,75,1,"Mild","Controllable"
"5013",2,"Controllable Perceptible",1,3,0.937302,21,75,1,"Mild","Controllable"
"5014",2,"Uncontrollable Unpleasant",3,2,0,22,75,0,"Unpleasant","Uncontrollable"
"5015",2,"Uncontrollable Perceptible",2,3,0.9574602,23,75,1,"Mild","Uncontrollable"
"5016",2,"Controllable Unpleasant",2,3,0,24,75,0,"Unpleasant","Controllable"
"5017",3,"Uncontrollable Unpleasant",3,2,0.8574382,25,75,1,"Unpleasant","Uncontrollable"
"5018",3,"Controllable Perceptible",1,3,0.9378899,26,75,1,"Mild","Controllable"
"5019",3,"Controllable Unpleasant",2,4,0.8173466,27,75,1,"Unpleasant","Controllable"
"5020",3,"Uncontrollable Perceptible",1,3,0.9182407,28,75,1,"Mild","Uncontrollable"
"5021",3,"Controllable Perceptible",1,3,0.9576377,29,75,1,"Mild","Controllable"
"5022",3,"Uncontrollable Unpleasant",2,3,0.8577891,30,75,1,"Unpleasant","Uncontrollable"
"5023",3,"Controllable Unpleasant",2,3,0.8775056,31,75,1,"Unpleasant","Controllable"
"5024",3,"Uncontrollable Perceptible",1,3,0.9373886,32,75,1,"Mild","Uncontrollable"
"5025",3,"Controllable Unpleasant",2,3,0,33,75,0,"Unpleasant","Controllable"
"5026",3,"Uncontrollable Perceptible",2,2,0.8771519,34,75,1,"Mild","Uncontrollable"
"5027",3,"Uncontrollable Unpleasant",3,2,0.8566379,35,75,1,"Unpleasant","Uncontrollable"
"5028",3,"Controllable Perceptible",1,3,0.7970962,36,75,1,"Mild","Controllable"
"5029",4,"Uncontrollable Unpleasant",2,3,0.8348844,37,75,1,"Unpleasant","Uncontrollable"
"5030",4,"Controllable Perceptible",1,3,0.9181946,38,75,1,"Mild","Controllable"
"5031",4,"Controllable Unpleasant",3,3,0.8177654,39,75,1,"Unpleasant","Controllable"
"5032",4,"Uncontrollable Perceptible",2,4,0.9374415,40,75,1,"Mild","Uncontrollable"
"5033",4,"Controllable Perceptible",1,3,0.858004,41,75,1,"Mild","Controllable"
"5034",4,"Uncontrollable Perceptible",2,4,0.8775767,42,75,1,"Mild","Uncontrollable"
"5035",4,"Controllable Unpleasant",3,2,0.8372811,43,75,1,"Unpleasant","Controllable"
"5036",4,"Uncontrollable Unpleasant",3,2,0,44,75,0,"Unpleasant","Uncontrollable"
"5037",4,"Controllable Perceptible",2,3,0,45,75,0,"Mild","Controllable"
"5038",4,"Uncontrollable Perceptible",1,2,0.8772972,46,75,1,"Mild","Uncontrollable"
"5039",4,"Controllable Unpleasant",3,2,0,47,75,0,"Unpleasant","Controllable"
"5040",4,"Uncontrollable Unpleasant",2,3,0,48,75,0,"Unpleasant","Uncontrollable"
"5041",5,"Controllable Perceptible",2,3,0.8976588,49,75,1,"Mild","Controllable"
"5042",5,"Uncontrollable Unpleasant",2,3,0.8974632,50,75,1,"Unpleasant","Uncontrollable"
"5043",5,"Controllable Unpleasant",2,3,0,51,75,0,"Unpleasant","Controllable"
"5044",5,"Uncontrollable Perceptible",1,3,0.8377143,52,75,1,"Mild","Uncontrollable"
"5045",5,"Controllable Unpleasant",2,3,0.8769381,53,75,1,"Unpleasant","Controllable"
"5046",5,"Uncontrollable Perceptible",1,3,0.837828,54,75,1,"Mild","Uncontrollable"
"5047",5,"Uncontrollable Unpleasant",2,3,0.8781497,55,75,1,"Unpleasant","Uncontrollable"
"5048",5,"Controllable Perceptible",2,3,0.8174742,56,75,1,"Mild","Controllable"
"5049",5,"Controllable Perceptible",2,3,0.877946,57,75,1,"Mild","Controllable"
"5050",5,"Uncontrollable Unpleasant",3,2,0.8571487,58,75,1,"Unpleasant","Uncontrollable"
"5051",5,"Uncontrollable Perceptible",1,3,0.8775065,59,75,1,"Mild","Uncontrollable"
"5052",5,"Controllable Unpleasant",3,3,0.9577363,60,75,1,"Unpleasant","Controllable"
"5053",6,"Uncontrollable Perceptible",1,3,0.8381115,61,75,1,"Mild","Uncontrollable"
"5054",6,"Uncontrollable Unpleasant",3,2,0.9175188,62,75,1,"Unpleasant","Uncontrollable"
"5055",6,"Controllable Unpleasant",3,3,0.8171308,63,75,1,"Unpleasant","Controllable"
"5056",6,"Controllable Perceptible",2,3,0.9567402,64,75,1,"Mild","Controllable"
"5057",6,"Controllable Unpleasant",3,3,0.8375591,65,75,1,"Unpleasant","Controllable"
"5058",6,"Controllable Perceptible",1,3,0.8978127,66,75,1,"Mild","Controllable"
"5059",6,"Uncontrollable Unpleasant",3,2,0,67,75,0,"Unpleasant","Uncontrollable"
"5060",6,"Uncontrollable Perceptible",2,3,0.9371575,68,75,1,"Mild","Uncontrollable"
"5061",6,"Controllable Perceptible",2,3,0.8976411,69,75,1,"Mild","Controllable"
"5062",6,"Controllable Unpleasant",3,3,0.9175225,70,75,1,"Unpleasant","Controllable"
"5063",6,"Uncontrollable Perceptible",1,3,0.8177251,71,75,1,"Mild","Uncontrollable"
"5064",6,"Uncontrollable Unpleasant",3,2,0.8976253,72,75,1,"Unpleasant","Uncontrollable"
"5065",7,"Uncontrollable Unpleasant",2,3,0.8579945,73,75,1,"Unpleasant","Uncontrollable"
"5066",7,"Uncontrollable Perceptible",1,3,0.8974555,74,75,1,"Mild","Uncontrollable"
"5067",7,"Controllable Unpleasant",3,3,0.8577393,75,75,1,"Unpleasant","Controllable"
"5068",7,"Controllable Perceptible",1,3,0.7975223,76,75,1,"Mild","Controllable"
"5069",7,"Controllable Perceptible",1,3,0.8775845,77,75,1,"Mild","Controllable"
"5070",7,"Uncontrollable Perceptible",2,3,0.7775149,78,75,1,"Mild","Uncontrollable"
"5071",7,"Controllable Unpleasant",3,4,0.8572457,79,75,1,"Unpleasant","Controllable"
"5072",7,"Uncontrollable Unpleasant",3,2,0.7574344,80,75,1,"Unpleasant","Uncontrollable"
"5073",7,"Uncontrollable Perceptible",2,3,0.9180142,81,75,1,"Mild","Uncontrollable"
"5074",7,"Controllable Perceptible",2,3,0,82,75,0,"Mild","Controllable"
"5075",7,"Controllable Unpleasant",3,3,0.9179789,83,75,1,"Unpleasant","Controllable"
"5076",7,"Uncontrollable Unpleasant",3,2,0.8175888,84,75,1,"Unpleasant","Uncontrollable"
"5077",1,"Uncontrollable Perceptible",1,4,0,1,76,0,"Mild","Uncontrollable"
"5078",1,"Controllable Unpleasant",2,4,0.8572793,2,76,1,"Unpleasant","Controllable"
"5079",1,"Uncontrollable Unpleasant",2,4,0.8180331,3,76,1,"Unpleasant","Uncontrollable"
"5080",1,"Controllable Perceptible",1,4,0,4,76,0,"Mild","Controllable"
"5081",1,"Uncontrollable Perceptible",1,4,0,5,76,0,"Mild","Uncontrollable"
"5082",1,"Uncontrollable Unpleasant",2,4,0,6,76,0,"Unpleasant","Uncontrollable"
"5083",1,"Controllable Perceptible",2,3,0,7,76,0,"Mild","Controllable"
"5084",1,"Controllable Unpleasant",2,4,0,8,76,0,"Unpleasant","Controllable"
"5085",1,"Uncontrollable Perceptible",1,4,0.8773528,9,76,1,"Mild","Uncontrollable"
"5086",1,"Uncontrollable Unpleasant",2,4,0.8775696,10,76,1,"Unpleasant","Uncontrollable"
"5087",1,"Controllable Perceptible",1,4,0.9568279,11,76,1,"Mild","Controllable"
"5088",1,"Controllable Unpleasant",2,4,0.9575382,12,76,1,"Unpleasant","Controllable"
"5089",2,"Controllable Unpleasant",2,4,0,13,76,0,"Unpleasant","Controllable"
"5090",2,"Uncontrollable Perceptible",1,4,0.7971498,14,76,1,"Mild","Uncontrollable"
"5091",2,"Controllable Perceptible",1,4,0,15,76,0,"Mild","Controllable"
"5092",2,"Uncontrollable Unpleasant",2,4,0.757203,16,76,1,"Unpleasant","Uncontrollable"
"5093",2,"Uncontrollable Perceptible",1,4,0.8576822,17,76,1,"Mild","Uncontrollable"
"5094",2,"Controllable Perceptible",2,3,0,18,76,0,"Mild","Controllable"
"5095",2,"Controllable Unpleasant",1,4,0,19,76,0,"Unpleasant","Controllable"
"5096",2,"Uncontrollable Unpleasant",1,3,0.8175811,20,76,1,"Unpleasant","Uncontrollable"
"5097",2,"Controllable Perceptible",1,4,0.7971044,21,76,1,"Mild","Controllable"
"5098",2,"Uncontrollable Perceptible",2,4,0.8578058,22,76,1,"Mild","Uncontrollable"
"5099",2,"Uncontrollable Unpleasant",2,4,0,23,76,0,"Unpleasant","Uncontrollable"
"5100",2,"Controllable Unpleasant",1,4,0.8772855,24,76,1,"Unpleasant","Controllable"
"5101",3,"Uncontrollable Unpleasant",2,3,0,25,76,0,"Unpleasant","Uncontrollable"
"5102",3,"Controllable Perceptible",1,4,0.9570373,26,76,1,"Mild","Controllable"
"5103",3,"Controllable Unpleasant",2,4,0,27,76,0,"Unpleasant","Controllable"
"5104",3,"Uncontrollable Perceptible",1,4,0,28,76,0,"Mild","Uncontrollable"
"5105",3,"Uncontrollable Perceptible",1,3,0,29,76,0,"Mild","Uncontrollable"
"5106",3,"Controllable Perceptible",2,4,0.8375071,30,76,1,"Mild","Controllable"
"5107",3,"Uncontrollable Unpleasant",2,4,0.8788278,31,76,1,"Unpleasant","Uncontrollable"
"5108",3,"Controllable Unpleasant",2,3,0.8771469,32,76,1,"Unpleasant","Controllable"
"5109",3,"Uncontrollable Perceptible",2,4,0.8977255,33,76,1,"Mild","Uncontrollable"
"5110",3,"Controllable Perceptible",2,4,0,34,76,0,"Mild","Controllable"
"5111",3,"Controllable Unpleasant",1,4,0.916659,35,76,1,"Unpleasant","Controllable"
"5112",3,"Uncontrollable Unpleasant",2,3,0.8570979,36,76,1,"Unpleasant","Uncontrollable"
"5113",4,"Uncontrollable Perceptible",2,3,0.8573915,37,76,1,"Mild","Uncontrollable"
"5114",4,"Controllable Unpleasant",2,4,0,38,76,0,"Unpleasant","Controllable"
"5115",4,"Controllable Perceptible",2,3,0.7776962,39,76,1,"Mild","Controllable"
"5116",4,"Uncontrollable Unpleasant",2,3,0.9176867,40,76,1,"Unpleasant","Uncontrollable"
"5117",4,"Uncontrollable Unpleasant",2,2,0,41,76,0,"Unpleasant","Uncontrollable"
"5118",4,"Controllable Unpleasant",2,4,0,42,76,0,"Unpleasant","Controllable"
"5119",4,"Uncontrollable Perceptible",3,2,0,43,76,0,"Mild","Uncontrollable"
"5120",4,"Controllable Perceptible",2,4,0,44,76,0,"Mild","Controllable"
"5121",4,"Controllable Unpleasant",3,3,0,45,76,0,"Unpleasant","Controllable"
"5122",4,"Uncontrollable Unpleasant",2,4,0.7971807,46,76,1,"Unpleasant","Uncontrollable"
"5123",4,"Uncontrollable Perceptible",2,4,0.8783878,47,76,1,"Mild","Uncontrollable"
"5124",4,"Controllable Perceptible",2,4,0.9372529,48,76,1,"Mild","Controllable"
"5125",5,"Controllable Unpleasant",1,3,0.8778499,49,76,1,"Unpleasant","Controllable"
"5126",5,"Controllable Perceptible",1,4,0.7975353,50,76,1,"Mild","Controllable"
"5127",5,"Uncontrollable Perceptible",1,4,0.8579776,51,76,1,"Mild","Uncontrollable"
"5128",5,"Uncontrollable Unpleasant",2,4,0,52,76,0,"Unpleasant","Uncontrollable"
"5129",5,"Uncontrollable Perceptible",1,4,0.8577057,53,76,1,"Mild","Uncontrollable"
"5130",5,"Uncontrollable Unpleasant",3,3,0,54,76,0,"Unpleasant","Uncontrollable"
"5131",5,"Controllable Unpleasant",2,4,0.9370375,55,76,1,"Unpleasant","Controllable"
"5132",5,"Controllable Perceptible",1,4,0.9175773,56,76,1,"Mild","Controllable"
"5133",5,"Uncontrollable Perceptible",2,3,0,57,76,0,"Mild","Uncontrollable"
"5134",5,"Controllable Perceptible",1,4,0.87737,58,76,1,"Mild","Controllable"
"5135",5,"Controllable Unpleasant",3,3,0,59,76,0,"Unpleasant","Controllable"
"5136",5,"Uncontrollable Unpleasant",2,4,0,60,76,0,"Unpleasant","Uncontrollable"
"5137",6,"Controllable Unpleasant",2,4,0.8381426,61,76,1,"Unpleasant","Controllable"
"5138",6,"Uncontrollable Perceptible",1,4,0,62,76,0,"Mild","Uncontrollable"
"5139",6,"Controllable Perceptible",2,4,0.8591773,63,76,1,"Mild","Controllable"
"5140",6,"Uncontrollable Unpleasant",2,4,0,64,76,0,"Unpleasant","Uncontrollable"
"5141",6,"Uncontrollable Unpleasant",3,3,0.9373152,65,76,1,"Unpleasant","Uncontrollable"
"5142",6,"Controllable Perceptible",2,2,0,66,76,0,"Mild","Controllable"
"5143",6,"Controllable Unpleasant",4,4,0.9179283,67,76,1,"Unpleasant","Controllable"
"5144",6,"Uncontrollable Perceptible",2,4,0.8180475,68,76,1,"Mild","Uncontrollable"
"5145",6,"Controllable Unpleasant",2,3,0.9580268,69,76,1,"Unpleasant","Controllable"
"5146",6,"Uncontrollable Unpleasant",2,4,0.8775489,70,76,1,"Unpleasant","Uncontrollable"
"5147",6,"Uncontrollable Perceptible",1,2,0.8976969,71,76,1,"Mild","Uncontrollable"
"5148",6,"Controllable Perceptible",3,2,0,72,76,0,"Mild","Controllable"
"5149",7,"Controllable Perceptible",1,4,0,73,76,0,"Mild","Controllable"
"5150",7,"Uncontrollable Perceptible",1,4,0.9581369,74,76,1,"Mild","Uncontrollable"
"5151",7,"Uncontrollable Unpleasant",2,4,0,75,76,0,"Unpleasant","Uncontrollable"
"5152",7,"Controllable Unpleasant",3,2,0,76,76,0,"Unpleasant","Controllable"
"5153",7,"Uncontrollable Unpleasant",2,4,0.8776009,77,76,1,"Unpleasant","Uncontrollable"
"5154",7,"Controllable Perceptible",1,4,0.9173742,78,76,1,"Mild","Controllable"
"5155",7,"Controllable Unpleasant",2,3,0,79,76,0,"Unpleasant","Controllable"
"5156",7,"Uncontrollable Perceptible",2,2,0,80,76,0,"Mild","Uncontrollable"
"5157",7,"Controllable Perceptible",1,3,0,81,76,0,"Mild","Controllable"
"5158",7,"Controllable Unpleasant",1,4,0.918748,82,76,1,"Unpleasant","Controllable"
"5159",7,"Uncontrollable Perceptible",2,4,0.8378604,83,76,1,"Mild","Uncontrollable"
"5160",7,"Uncontrollable Unpleasant",3,4,0,84,76,0,"Unpleasant","Uncontrollable"
"5161",1,"Controllable Unpleasant",3,3,0.858037599,1,77,1,"Unpleasant","Controllable"
"5162",1,"Controllable Perceptible",2,3,0.9375866,2,77,1,"Mild","Controllable"
"5163",1,"Uncontrollable Unpleasant",0,2,0,3,77,0,"Unpleasant","Uncontrollable"
"5164",1,"Uncontrollable Perceptible",2,2,0,4,77,0,"Mild","Uncontrollable"
"5165",1,"Controllable Perceptible",2,3,0.8976012,5,77,1,"Mild","Controllable"
"5166",1,"Uncontrollable Unpleasant",2,3,0.8573482,6,77,1,"Unpleasant","Uncontrollable"
"5167",1,"Controllable Unpleasant",3,4,0,7,77,0,"Unpleasant","Controllable"
"5168",1,"Uncontrollable Perceptible",2,3,0,8,77,0,"Mild","Uncontrollable"
"5169",1,"Controllable Perceptible",2,3,0.7777795,9,77,1,"Mild","Controllable"
"5170",1,"Uncontrollable Perceptible",2,4,0.9572292,10,77,1,"Mild","Uncontrollable"
"5171",1,"Uncontrollable Unpleasant",3,3,0.798137601,11,77,1,"Unpleasant","Uncontrollable"
"5172",1,"Controllable Unpleasant",4,4,0.938747101,12,77,1,"Unpleasant","Controllable"
"5173",2,"Uncontrollable Unpleasant",3,3,0.7975447,13,77,1,"Unpleasant","Uncontrollable"
"5174",2,"Uncontrollable Perceptible",2,3,0.938152,14,77,1,"Mild","Uncontrollable"
"5175",2,"Controllable Unpleasant",4,4,0.7974592,15,77,1,"Unpleasant","Controllable"
"5176",2,"Controllable Perceptible",2,3,0,16,77,0,"Mild","Controllable"
"5177",2,"Uncontrollable Perceptible",2,3,0,17,77,0,"Mild","Uncontrollable"
"5178",2,"Uncontrollable Unpleasant",3,3,0.8779544,18,77,1,"Unpleasant","Uncontrollable"
"5179",2,"Controllable Unpleasant",4,4,0,19,77,0,"Unpleasant","Controllable"
"5180",2,"Controllable Perceptible",2,4,0.8575214,20,77,1,"Mild","Controllable"
"5181",2,"Uncontrollable Unpleasant",2,3,0.917537999,21,77,1,"Unpleasant","Uncontrollable"
"5182",2,"Uncontrollable Perceptible",2,4,0.776989699,22,77,1,"Mild","Uncontrollable"
"5183",2,"Controllable Perceptible",2,2,0,23,77,0,"Mild","Controllable"
"5184",2,"Controllable Unpleasant",4,4,0.7773234,24,77,1,"Unpleasant","Controllable"
"5185",3,"Uncontrollable Unpleasant",2,3,0,25,77,0,"Unpleasant","Uncontrollable"
"5186",3,"Uncontrollable Perceptible",2,3,0.877615499,26,77,1,"Mild","Uncontrollable"
"5187",3,"Controllable Unpleasant",3,4,0.8778024,27,77,1,"Unpleasant","Controllable"
"5188",3,"Controllable Perceptible",2,4,0.855719799,28,77,1,"Mild","Controllable"
"5189",3,"Controllable Perceptible",2,4,0.8174651,29,77,1,"Mild","Controllable"
"5190",3,"Controllable Unpleasant",3,3,0.8574688,30,77,1,"Unpleasant","Controllable"
"5191",3,"Uncontrollable Unpleasant",4,4,0,31,77,0,"Unpleasant","Uncontrollable"
"5192",3,"Uncontrollable Perceptible",1,2,0.8975661,32,77,1,"Mild","Uncontrollable"
"5193",3,"Controllable Perceptible",2,4,0.8579081,33,77,1,"Mild","Controllable"
"5194",3,"Uncontrollable Unpleasant",3,3,0.8572833,34,77,1,"Unpleasant","Uncontrollable"
"5195",3,"Uncontrollable Perceptible",2,4,0.9580483,35,77,1,"Mild","Uncontrollable"
"5196",3,"Controllable Unpleasant",4,4,0.7991063,36,77,1,"Unpleasant","Controllable"
"5197",4,"Controllable Unpleasant",3,3,0,37,77,0,"Unpleasant","Controllable"
"5198",4,"Uncontrollable Perceptible",2,3,0.9387742,38,77,1,"Mild","Uncontrollable"
"5199",4,"Controllable Perceptible",2,4,0.7383938,39,77,1,"Mild","Controllable"
"5200",4,"Uncontrollable Unpleasant",3,3,0.7394566,40,77,1,"Unpleasant","Uncontrollable"
"5201",4,"Controllable Unpleasant",4,4,0.8582321,41,77,1,"Unpleasant","Controllable"
"5202",4,"Uncontrollable Perceptible",1,3,0,42,77,0,"Mild","Uncontrollable"
"5203",4,"Controllable Perceptible",2,4,0.7975152,43,77,1,"Mild","Controllable"
"5204",4,"Uncontrollable Unpleasant",4,3,0,44,77,0,"Unpleasant","Uncontrollable"
"5205",4,"Controllable Perceptible",2,4,0.917012501,45,77,1,"Mild","Controllable"
"5206",4,"Uncontrollable Unpleasant",2,3,0.7378789,46,77,1,"Unpleasant","Uncontrollable"
"5207",4,"Uncontrollable Perceptible",1,4,0.917726099,47,77,1,"Mild","Uncontrollable"
"5208",4,"Controllable Unpleasant",3,4,0.8174519,48,77,1,"Unpleasant","Controllable"
"5209",5,"Uncontrollable Unpleasant",3,3,0.7778456,49,77,1,"Unpleasant","Uncontrollable"
"5210",5,"Uncontrollable Perceptible",2,3,0,50,77,0,"Mild","Uncontrollable"
"5211",5,"Controllable Perceptible",2,2,0,51,77,0,"Mild","Controllable"
"5212",5,"Controllable Unpleasant",3,3,0,52,77,0,"Unpleasant","Controllable"
"5213",5,"Uncontrollable Perceptible",1,3,0,53,77,0,"Mild","Uncontrollable"
"5214",5,"Controllable Perceptible",2,4,0.8174086,54,77,1,"Mild","Controllable"
"5215",5,"Uncontrollable Unpleasant",2,4,0,55,77,0,"Unpleasant","Uncontrollable"
"5216",5,"Controllable Unpleasant",4,4,0.8183051,56,77,1,"Unpleasant","Controllable"
"5217",5,"Uncontrollable Perceptible",2,4,0.9173348,57,77,1,"Mild","Uncontrollable"
"5218",5,"Uncontrollable Unpleasant",2,3,0.778228001,58,77,1,"Unpleasant","Uncontrollable"
"5219",5,"Controllable Perceptible",2,4,0,59,77,0,"Mild","Controllable"
"5220",5,"Controllable Unpleasant",3,4,0.7977633,60,77,1,"Unpleasant","Controllable"
"5221",6,"Uncontrollable Unpleasant",2,3,0.8973496,61,77,1,"Unpleasant","Uncontrollable"
"5222",6,"Controllable Unpleasant",3,4,0,62,77,0,"Unpleasant","Controllable"
"5223",6,"Uncontrollable Perceptible",2,3,0.857649,63,77,1,"Mild","Uncontrollable"
"5224",6,"Controllable Perceptible",2,4,0.8976932,64,77,1,"Mild","Controllable"
"5225",6,"Uncontrollable Unpleasant",1,2,0,65,77,0,"Unpleasant","Uncontrollable"
