"","sub","region","cu_contextSet","cu_slope","cu_emo","cu_rt","cu_acc","cu_cert","um_contextSet","um_slope","um_emo","um_rt","um_acc","um_cert","uum_contextSet","uum_slope","uum_emo","uum_rt","uum_acc","uum_cert","umc_contextSet","umc_slope","umc_emo","umc_acc","umc_cert"
"1",3,"11",0.241498357142857,-0.0576133928571429,0.42857142857143,-0.0129614152777778,0.166666666666667,0.190476190476191,0.415752642857143,-0.02285875,0.809523809523809,0.0059090458333334,0.261904761904762,-0.142857142857142,0.681897142857143,-0.0699735714285714,0.857142857142857,-0.008506286111111,0.285714285714286,-0.142857142857143,0.149608142857143,0.0242560714285714,0.76190476190476,0.238095238095238,-0.142857142857141
"2",3,"11m",-0.296674142857143,-0.0694593928571429,0.42857142857143,-0.0129614152777778,0.166666666666667,0.190476190476191,-0.152960142857143,-0.118072964285714,0.809523809523809,0.0059090458333334,0.261904761904762,-0.142857142857142,0.2192,-0.243698571428571,0.857142857142857,-0.008506286111111,0.285714285714286,-0.142857142857143,-0.525120285714286,0.00755264285714285,0.76190476190476,0.238095238095238,-0.142857142857141
"3",3,"13",-0.084576,-0.00611171428571428,0.42857142857143,-0.0129614152777778,0.166666666666667,0.190476190476191,-0.179892571428571,-0.0209068571428572,0.809523809523809,0.0059090458333334,0.261904761904762,-0.142857142857142,0.187427571428571,-0.130969071428571,0.857142857142857,-0.008506286111111,0.285714285714286,-0.142857142857143,-0.547212714285714,0.0891553571428571,0.76190476190476,0.238095238095238,-0.142857142857141
"4",3,"14m",-0.165185714285714,-0.00158917857142858,0.42857142857143,-0.0129614152777778,0.166666666666667,0.190476190476191,-0.273424285714286,-0.0582011785714286,0.809523809523809,0.0059090458333334,0.261904761904762,-0.142857142857142,0.0136242857142857,-0.180067,0.857142857142857,-0.008506286111111,0.285714285714286,-0.142857142857143,-0.560472857142857,0.0636646428571429,0.76190476190476,0.238095238095238,-0.142857142857141
"5",3,"23ab",-0.108631142857143,-0.0343688214285714,0.42857142857143,-0.0129614152777778,0.166666666666667,0.190476190476191,0.429924,-0.0581445357142857,0.809523809523809,0.0059090458333334,0.261904761904762,-0.142857142857142,0.358308714285714,-0.0723196428571429,0.857142857142857,-0.008506286111111,0.285714285714286,-0.142857142857143,0.501539285714286,-0.0439694285714286,0.76190476190476,0.238095238095238,-0.142857142857141
"6",3,"24ab",-0.114627,0.0205126071428571,0.42857142857143,-0.0129614152777778,0.166666666666667,0.190476190476191,0.218455714285714,-0.0861854642857143,0.809523809523809,0.0059090458333334,0.261904761904762,-0.142857142857142,0.177517142857143,-0.01014,0.857142857142857,-0.008506286111111,0.285714285714286,-0.142857142857143,0.259394285714286,-0.162230928571429,0.76190476190476,0.238095238095238,-0.142857142857141
"7",3,"25",-0.0114114285714286,-0.0644895535714286,0.42857142857143,-0.0129614152777778,0.166666666666667,0.190476190476191,0.177022857142857,-0.0911990178571429,0.809523809523809,0.0059090458333334,0.261904761904762,-0.142857142857142,0.393611428571429,-0.107411071428571,0.857142857142857,-0.008506286111111,0.285714285714286,-0.142857142857143,-0.0395657142857143,-0.0749869642857143,0.76190476190476,0.238095238095238,-0.142857142857141
"8",3,"32",0.0261528571428572,-0.0123955357142857,0.42857142857143,-0.0129614152777778,0.166666666666667,0.190476190476191,0.232052857142857,-0.0342044642857143,0.809523809523809,0.0059090458333334,0.261904761904762,-0.142857142857142,0.226567142857143,-0.0562532142857143,0.857142857142857,-0.008506286111111,0.285714285714286,-0.142857142857143,0.237538571428571,-0.0121557142857143,0.76190476190476,0.238095238095238,-0.142857142857141
"9",3,"32d",0.122064214285714,-0.00553089285714284,0.42857142857143,-0.0129614152777778,0.166666666666667,0.190476190476191,0.241963071428571,-0.0489066071428571,0.809523809523809,0.0059090458333334,0.261904761904762,-0.142857142857142,0.166870571428571,-0.0609967857142857,0.857142857142857,-0.008506286111111,0.285714285714286,-0.142857142857143,0.317055571428571,-0.0368164285714286,0.76190476190476,0.238095238095238,-0.142857142857141
"10",3,"32pl",-0.146303214285714,-0.0145841964285714,0.42857142857143,-0.0129614152777778,0.166666666666667,0.190476190476191,0.223206785714286,-0.0115274107142857,0.809523809523809,0.0059090458333334,0.261904761904762,-0.142857142857142,0.33783,-0.0465014285714286,0.857142857142857,-0.008506286111111,0.285714285714286,-0.142857142857143,0.108583571428571,0.0234466071428571,0.76190476190476,0.238095238095238,-0.142857142857141
